symbol,side,type,price,timestamp
FB,sell,limit,265.7,1608928245.0092132
GOOG,buy,market,,1608928245.5207582
AAPL,sell,limit,130.68,1608928245.9620094
TSLA,sell,limit,659.88,1608928246.2914784
TSLA,sell,limit,658.57,1608928247.0244138
TSLA,sell,market,,1608928247.7378972
GOOG,buy,market,,1608928248.5093331
AAPL,sell,market,,1608928249.0585177
TSLA,buy,market,,1608928249.3796299
FB,buy,market,,1608928250.1206114
FB,buy,market,,1608928250.6875434
FB,buy,limit,265.49,1608928251.452623
AAPL,buy,market,,1608928252.0969615
TSLA,sell,limit,659.19,1608928252.967553
FB,sell,limit,265.3,1608928253.9516504
AAPL,sell,limit,131.66,1608928254.4889162
FB,sell,limit,265.98,1608928255.1596825
AMZN,buy,limit,3171.86,1608928255.534313
AAPL,sell,market,,1608928256.3433547
TSLA,sell,limit,658.65,1608928256.3543134
AMZN,sell,limit,3171.33,1608928256.3856256
GOOG,sell,market,,1608928257.0509791
TSLA,sell,limit,658.05,1608928257.9817002
AAPL,buy,market,,1608928258.027809
FB,sell,limit,266.68,1608928258.3807528
AMZN,buy,limit,3171.86,1608928258.9172146
AAPL,buy,market,,1608928259.7071946
AMZN,sell,market,,1608928260.1495984
TSLA,buy,limit,659.85,1608928261.1018274
TSLA,buy,limit,658.62,1608928261.3706064
GOOG,sell,market,,1608928262.0135775
AMZN,buy,limit,3171.91,1608928262.7576342
GOOG,buy,limit,1732.27,1608928262.9109294
FB,sell,market,,1608928263.905223
GOOG,sell,market,,1608928264.717119
GOOG,buy,limit,1732.53,1608928264.8192644
GOOG,sell,limit,1733.87,1608928265.8026218
FB,sell,limit,265.31,1608928266.2044656
AAPL,buy,market,,1608928266.7840507
AAPL,buy,limit,130.41,1608928267.460794
AMZN,sell,limit,3170.46,1608928267.9873056
TSLA,sell,market,,1608928268.571689
FB,buy,limit,266.28,1608928268.6013925
AAPL,sell,market,,1608928269.2596173
FB,sell,market,,1608928269.7252176
TSLA,sell,market,,1608928270.3827615
FB,buy,market,,1608928271.0350466
FB,buy,market,,1608928271.6480587
FB,buy,limit,265.44,1608928271.8271034
AMZN,sell,limit,3170.76,1608928272.5853853
TSLA,sell,limit,,1608928272.9511244
AAPL,sell,market,,1608928273.7042449
AAPL,sell,market,,1608928274.4643111
GOOG,buy,market,,1608928275.4510915
AAPL,buy,limit,130.61,1608928275.5164764
GOOG,buy,market,,1608928276.3524363
TSLA,buy,limit,,1608928277.0308068
GOOG,sell,limit,1732.6,1608928277.8676016
AAPL,buy,limit,130.55,1608928278.8223817
FB,buy,market,,1608928279.0314786
AMZN,buy,market,,1608928280.0142848
TSLA,buy,market,,1608928280.525408
GOOG,sell,limit,1733.65,1608928280.7207685
GOOG,buy,limit,1732.72,1608928281.579855
TSLA,sell,limit,658.05,1608928281.8777688
AMZN,sell,market,,1608928282.8728561
GOOG,buy,limit,1733.51,1608928283.7611713
GOOG,buy,limit,1732.58,1608928284.501005
TSLA,buy,limit,659.35,1608928285.4093263
TSLA,buy,market,,1608928285.6840415
TSLA,sell,limit,658.66,1608928286.2869742
AMZN,buy,limit,,1608928287.1219823
FB,sell,market,,1608928287.9648893
AAPL,sell,market,,1608928288.0181382
AAPL,sell,limit,131.09,1608928288.9789042
AAPL,sell,limit,131.27,1608928289.8423092
TSLA,sell,limit,658.57,1608928290.3186357
TSLA,sell,limit,659.39,1608928290.6608257
TSLA,buy,market,,1608928290.930609
GOOG,sell,limit,1733.54,1608928291.7295082
TSLA,buy,limit,659.95,1608928292.1096933
AMZN,buy,limit,3171.66,1608928293.083013
TSLA,buy,limit,659.02,1608928293.601929
GOOG,sell,limit,1732.44,1608928294.379405
TSLA,sell,limit,658.35,1608928295.0808303
GOOG,sell,limit,1732.44,1608928296.0451012
AMZN,buy,limit,3170.13,1608928296.3077552
AMZN,buy,market,,1608928297.2486384
FB,buy,market,,1608928297.4068277
TSLA,buy,limit,659.41,1608928298.4000359
AMZN,sell,market,,1608928298.422724
FB,sell,market,,1608928299.101535
AMZN,sell,market,,1608928299.5146344
AMZN,sell,limit,3171.91,1608928299.5813138
AAPL,sell,limit,131.8,1608928300.2483268
FB,sell,market,,1608928300.3350239
GOOG,sell,market,,1608928300.7102656
AMZN,sell,limit,3171.84,1608928300.8331819
GOOG,buy,market,,1608928301.6969697
AMZN,buy,market,,1608928301.7103264
GOOG,sell,limit,1733.28,1608928302.2444062
AMZN,sell,market,,1608928302.3741283
TSLA,sell,limit,658.92,1608928302.8117876
AMZN,buy,limit,3171.18,1608928303.4391649
GOOG,buy,market,,1608928304.01135
FB,buy,market,,1608928304.027636
FB,buy,market,,1608928304.668662
GOOG,buy,limit,1733.95,1608928305.0175018
GOOG,sell,limit,1733.55,1608928305.3061001
FB,buy,limit,265.37,1608928306.0830274
FB,sell,market,,1608928306.5061128
AAPL,buy,market,,1608928307.0603478
AMZN,buy,limit,3171.63,1608928307.438376
TSLA,buy,market,,1608928307.4587295
TSLA,buy,market,,1608928308.2272623
TSLA,sell,limit,659.17,1608928309.161305
FB,buy,market,,1608928309.6856108
GOOG,buy,limit,1733.35,1608928309.7768567
GOOG,buy,limit,1732.18,1608928310.204615
FB,buy,market,,1608928310.587183
AMZN,buy,market,,1608928311.422554
AAPL,sell,market,,1608928311.875588
TSLA,buy,market,,1608928312.0144975
GOOG,sell,limit,1732.33,1608928312.6098042
AMZN,buy,market,,1608928312.7607439
AMZN,buy,market,,1608928313.6151652
GOOG,buy,market,,1608928313.8075738
FB,buy,market,,1608928313.8581865
AAPL,sell,market,,1608928314.5262334
FB,sell,limit,265.32,1608928314.5821905
GOOG,sell,market,,1608928315.5561502
AAPL,sell,limit,130.98,1608928315.6135156
GOOG,sell,market,,1608928315.699297
AAPL,buy,market,,1608928315.9457932
FB,buy,market,,1608928316.5959885
AAPL,sell,market,,1608928316.916895
AMZN,buy,market,,1608928317.318039
AAPL,buy,market,,1608928318.1029794
AMZN,buy,market,,1608928319.0898805
GOOG,buy,market,1732.32,1608928320.069577
GOOG,buy,market,,1608928320.743367
AMZN,sell,limit,3170.65,1608928321.280756
AMZN,buy,limit,3171.21,1608928321.4689338
AAPL,sell,market,,1608928321.9334905
TSLA,buy,market,,1608928322.5441768
AAPL,sell,market,,1608928323.1033292
TSLA,buy,market,,1608928323.9527242
FB,sell,market,,1608928324.8022978
GOOG,sell,market,,1608928325.6283846
AAPL,sell,limit,130.89,1608928325.7279248
FB,sell,market,,1608928325.9280536
GOOG,sell,limit,1733.8,1608928326.234121
GOOG,sell,limit,1733.63,1608928327.0714202
FB,sell,limit,266.98,1608928327.8348773
FB,buy,limit,266.5,1608928327.9440465
AAPL,sell,limit,131.78,1608928328.6530192
FB,buy,limit,266.97,1608928328.6777964
AMZN,sell,market,,1608928329.2839
AAPL,buy,market,,1608928329.6794498
FB,buy,limit,265.77,1608928329.9163225
AMZN,buy,limit,3171.19,1608928330.3489835
GOOG,buy,market,,1608928330.5186574
GOOG,buy,limit,1732.4,1608928330.8703947
FB,sell,limit,266.21,1608928331.7684715
TSLA,buy,limit,658.05,1608928332.2963321
FB,sell,market,,1608928332.5223885
GOOG,sell,limit,1733.03,1608928332.6782107
AAPL,buy,limit,130.87,1608928332.8984723
AAPL,buy,market,,1608928333.3294718
AAPL,sell,limit,130.73,1608928333.9847822
AAPL,buy,limit,130.23,1608928334.879773
AAPL,buy,market,,1608928335.3882718
FB,buy,market,,1608928336.1949074
FB,buy,market,,1608928337.0109305
GOOG,sell,limit,1733.87,1608928337.0537834
GOOG,buy,limit,1732.74,1608928338.008503
FB,buy,market,,1608928338.9703114
FB,buy,market,,1608928339.0049622
TSLA,sell,market,,1608928339.291206
AMZN,buy,limit,3170.75,1608928339.535638
GOOG,buy,limit,1733.83,1608928339.9773877
TSLA,sell,market,,1608928340.3320415
TSLA,sell,market,,1608928341.2830014
AMZN,sell,limit,3170.32,1608928341.8515353
FB,sell,limit,265.66,1608928342.074909
GOOG,buy,market,,1608928342.314284
GOOG,buy,limit,1733.03,1608928342.8898377
FB,buy,market,,1608928343.0690126
FB,sell,limit,265.57,1608928343.959829
FB,buy,market,,1608928344.0411596
TSLA,buy,market,,1608928344.9455366
GOOG,sell,market,,1608928345.669747
GOOG,sell,market,,1608928345.7879171
AAPL,buy,market,,1608928346.7188332
FB,sell,limit,265.93,1608928346.8622017
GOOG,buy,limit,1732.46,1608928347.6520376
GOOG,sell,limit,1732.46,1608928348.4923594
AAPL,buy,market,,1608928348.7536423
GOOG,buy,market,,1608928349.4587736
AMZN,buy,market,,1608928349.660106
FB,sell,limit,266.52,1608928350.5904098
TSLA,sell,limit,659.81,1608928351.484701
FB,buy,limit,265.82,1608928352.403772
GOOG,buy,limit,1733.37,1608928352.463117
AAPL,sell,market,,1608928353.339744
AAPL,buy,limit,131.35,1608928353.5268395
AMZN,buy,market,,1608928354.043364
AAPL,buy,market,,1608928355.0235317
AAPL,buy,limit,131.38,1608928355.8550665
AMZN,sell,market,,1608928356.6726477
FB,sell,limit,266.17,1608928357.5931637
FB,buy,market,,1608928357.789498
GOOG,buy,limit,1733.88,1608928358.672895
TSLA,buy,market,,1608928359.3224392
GOOG,sell,limit,1732.76,1608928359.3523965
GOOG,buy,market,,1608928359.5238183
AMZN,sell,limit,3170.96,1608928359.7957282
FB,sell,limit,266.76,1608928360.7260566
FB,buy,limit,265.11,1608928361.5789723
TSLA,buy,market,,1608928362.3080902
GOOG,buy,limit,1732.47,1608928363.0197556
GOOG,buy,limit,1732.81,1608928363.0665321
AMZN,buy,market,,1608928363.6488626
TSLA,buy,market,,1608928364.4308126
AAPL,buy,market,,1608928365.005777
AMZN,buy,limit,3170.27,1608928365.877364
FB,sell,limit,265.7,1608928365.9405255
GOOG,sell,market,,1608928366.91549
AMZN,sell,limit,,1608928367.812222
AAPL,sell,limit,131.84,1608928368.310323
GOOG,buy,limit,1732.83,1608928369.0942645
GOOG,sell,market,,1608928369.7585883
FB,buy,limit,265.07,1608928370.3144112
AAPL,buy,limit,130.12,1608928370.6061504
AMZN,buy,limit,3170.33,1608928371.1876295
TSLA,buy,limit,659.48,1608928371.3823185
FB,buy,limit,265.11,1608928372.175084
AAPL,buy,market,,1608928372.483069
FB,buy,limit,266.31,1608928372.5826192
AAPL,buy,limit,130.92,1608928373.2014372
TSLA,buy,market,,1608928374.148063
AAPL,buy,limit,130.9,1608928374.2072933
GOOG,sell,limit,1733.93,1608928374.761626
AAPL,buy,market,130.18,1608928375.319579
TSLA,buy,market,,1608928375.394091
FB,buy,limit,266.55,1608928376.2813125
AMZN,sell,limit,3171.18,1608928377.2780087
FB,sell,limit,266.82,1608928377.4196517
FB,buy,limit,265.85,1608928377.6395078
AMZN,sell,limit,3170.13,1608928377.984611
AMZN,sell,market,,1608928378.225499
AMZN,buy,limit,3170.17,1608928379.1301205
AAPL,sell,market,130.68,1608928379.757463
GOOG,buy,market,,1608928380.3104212
TSLA,buy,market,,1608928380.4360042
FB,sell,market,,1608928381.2057345
TSLA,sell,limit,659.6,1608928381.625108
FB,buy,market,,1608928382.5794606
AMZN,sell,limit,3170.34,1608928383.0854976
AAPL,buy,limit,131.79,1608928383.6622252
AAPL,buy,market,,1608928383.920202
AAPL,sell,market,131.88,1608928384.2369077
TSLA,buy,limit,658.04,1608928384.5733056
GOOG,sell,market,,1608928385.4010065
FB,sell,limit,,1608928385.7528796
FB,sell,market,,1608928386.2218387
AMZN,buy,limit,3170.58,1608928386.7731829
AMZN,sell,limit,3170.4,1608928387.2619126
GOOG,sell,market,,1608928387.763852
FB,sell,limit,266.55,1608928388.135044
TSLA,sell,limit,659.62,1608928388.8440344
TSLA,buy,limit,659.75,1608928389.8301134
FB,sell,market,,1608928390.209604
GOOG,buy,limit,1732.71,1608928390.2995138
AAPL,buy,market,,1608928390.42801
FB,sell,limit,265.51,1608928391.4260223
AAPL,buy,market,,1608928391.7938323
FB,buy,market,265.55,1608928392.681448
TSLA,buy,market,,1608928392.9612546
FB,buy,limit,266.82,1608928393.6648417
GOOG,buy,limit,1732.63,1608928394.0608504
AMZN,sell,market,,1608928394.1553183
TSLA,sell,limit,659.9,1608928394.7443888
GOOG,sell,limit,1732.22,1608928395.3449063
TSLA,buy,market,,1608928395.6867523
AMZN,buy,market,,1608928395.7914658
AMZN,sell,market,,1608928396.5108545
TSLA,buy,market,,1608928396.716231
AMZN,buy,limit,3170.2,1608928397.2536142
AAPL,sell,limit,131.8,1608928397.8505504
AAPL,sell,limit,130.27,1608928398.3465762
TSLA,buy,limit,659.12,1608928398.499465
TSLA,buy,market,,1608928398.730774
GOOG,sell,limit,1732.82,1608928398.7495034
FB,sell,market,,1608928399.1235714
FB,buy,market,265.91,1608928400.0022514
GOOG,buy,limit,1732.64,1608928400.6653063
TSLA,buy,limit,,1608928401.5277784
AMZN,buy,market,,1608928401.567738
AMZN,sell,market,,1608928402.5264604
GOOG,sell,market,,1608928403.0908267
AAPL,buy,limit,131.53,1608928403.9495766
AMZN,buy,limit,3170.78,1608928404.3559337
AAPL,sell,market,,1608928405.3389063
AMZN,buy,limit,3171.43,1608928405.387107
TSLA,sell,market,,1608928406.081167
FB,buy,market,265.12,1608928406.8214724
GOOG,buy,limit,1733.69,1608928407.4853492
FB,sell,market,,1608928407.9857614
FB,buy,limit,266.63,1608928408.8513906
FB,buy,market,,1608928409.6156163
AAPL,buy,market,,1608928410.1200023
TSLA,sell,market,,1608928410.2459507
GOOG,sell,market,,1608928410.5195596
AMZN,buy,market,,1608928411.286947
TSLA,buy,market,,1608928412.2516685
FB,sell,limit,266.78,1608928413.0772064
GOOG,sell,limit,1732.83,1608928413.8135748
AMZN,sell,limit,3170.16,1608928414.6891456
TSLA,sell,limit,659.18,1608928415.4819567
FB,buy,market,,1608928415.8349612
AAPL,buy,limit,130.86,1608928416.3899872
AAPL,buy,market,,1608928416.7091842
AAPL,sell,limit,130.67,1608928417.3035436
GOOG,sell,limit,1733.98,1608928417.917578
FB,buy,limit,266.22,1608928418.2974355
GOOG,sell,limit,1732.4,1608928419.0690851
GOOG,sell,market,,1608928419.1458652
FB,buy,limit,265.96,1608928419.4520524
TSLA,buy,limit,658.15,1608928419.4630952
GOOG,buy,limit,1733.55,1608928420.2976851
AMZN,sell,market,,1608928420.3535936
AMZN,sell,market,,1608928420.6325603
GOOG,sell,market,,1608928421.159495
FB,buy,market,,1608928421.6114144
AMZN,sell,limit,3170.39,1608928421.9882522
AMZN,buy,market,,1608928422.4932384
GOOG,buy,limit,1732.65,1608928422.7931519
GOOG,buy,limit,1732.19,1608928423.5096304
FB,buy,limit,266.03,1608928423.9639986
AAPL,sell,limit,131.39,1608928424.5657797
AAPL,sell,market,,1608928425.1274717
TSLA,buy,market,659.36,1608928425.671916
AAPL,sell,limit,130.52,1608928426.5380268
AMZN,buy,market,,1608928426.7185557
AAPL,buy,limit,131.39,1608928426.9607034
AMZN,sell,market,,1608928427.7331529
AAPL,buy,limit,131.16,1608928428.3744283
AMZN,buy,market,,1608928428.7290378
AMZN,buy,market,,1608928429.2366936
AAPL,sell,market,,1608928429.3891468
AMZN,sell,market,,1608928429.4269242
FB,buy,limit,266.54,1608928429.6052368
FB,sell,market,,1608928430.5983813
FB,buy,market,,1608928431.4927297
TSLA,buy,limit,,1608928432.045155
AMZN,sell,limit,3171.58,1608928432.1077335
FB,sell,limit,265.39,1608928432.958112
AMZN,sell,market,,1608928433.6735997
GOOG,sell,limit,1733.4,1608928434.0118482
FB,buy,limit,266.09,1608928434.6062367
FB,buy,market,,1608928435.2013319
TSLA,sell,market,,1608928435.4540648
GOOG,buy,limit,1733.83,1608928436.096929
GOOG,sell,limit,1733.24,1608928436.4951847
FB,sell,limit,266.81,1608928436.855498
FB,sell,limit,266.87,1608928437.580089
FB,sell,market,,1608928438.4642985
GOOG,buy,limit,1733.95,1608928439.380162
AAPL,buy,market,,1608928440.2777655
TSLA,sell,market,,1608928440.8233294
TSLA,buy,limit,659.45,1608928441.765211
TSLA,buy,limit,658.37,1608928442.3758574
GOOG,buy,limit,1732.03,1608928443.178539
TSLA,sell,limit,658.96,1608928443.9578788
GOOG,buy,market,,1608928444.312179
AMZN,sell,market,,1608928445.213705
AAPL,buy,limit,130.6,1608928446.1061437
TSLA,sell,limit,658.64,1608928446.6040478
GOOG,sell,market,,1608928447.2097208
TSLA,sell,limit,658.17,1608928448.158834
TSLA,buy,limit,659.95,1608928448.6263378
GOOG,sell,limit,1732.75,1608928448.7830114
GOOG,buy,market,,1608928449.5592806
AMZN,buy,limit,3170.67,1608928449.799859
AAPL,sell,market,,1608928450.7576492
GOOG,sell,market,,1608928451.5742064
FB,sell,market,,1608928452.3135147
GOOG,buy,limit,1732.93,1608928452.6099048
TSLA,sell,limit,658.59,1608928452.9242604
FB,buy,limit,266.47,1608928453.7604127
TSLA,sell,market,,1608928454.2008305
FB,buy,limit,266.98,1608928454.4324725
FB,sell,market,,1608928455.2589483
AAPL,buy,limit,131.45,1608928455.9305048
AAPL,buy,market,,1608928455.9857068
GOOG,sell,market,,1608928456.8177161
FB,sell,market,,1608928457.027286
GOOG,sell,limit,1733.12,1608928457.918493
GOOG,buy,market,,1608928458.8741572
AAPL,sell,market,,1608928459.5370748
AMZN,sell,limit,3170.52,1608928459.6423545
AMZN,sell,limit,3170.32,1608928460.2963712
AMZN,sell,market,,1608928460.694122
TSLA,buy,market,,1608928461.1998932
TSLA,buy,market,,1608928461.4678485
FB,buy,limit,266.47,1608928462.4232023
FB,sell,limit,266.89,1608928462.720779
GOOG,sell,limit,1732.21,1608928463.1567855
FB,buy,market,,1608928463.8396194
AAPL,sell,limit,131.11,1608928464.3516812
TSLA,sell,limit,659.51,1608928465.076702
AMZN,buy,market,,1608928465.7239377
AMZN,sell,limit,3170.57,1608928465.8059285
TSLA,sell,market,,1608928466.5994275
AAPL,sell,market,,1608928467.0580816
AMZN,sell,market,,1608928467.21312
GOOG,buy,market,,1608928467.5095134
GOOG,buy,market,,1608928468.0124552
AAPL,buy,limit,131.47,1608928468.5037167
FB,sell,market,,1608928468.8086572
GOOG,sell,limit,1733.27,1608928469.6814468
AAPL,buy,limit,130.67,1608928470.3936021
FB,sell,market,,1608928471.203484
AMZN,sell,market,,1608928471.2742033
TSLA,buy,limit,659.3,1608928471.5130994
AAPL,buy,limit,131.03,1608928472.2062502
TSLA,sell,limit,659.49,1608928472.310326
FB,buy,market,,1608928473.062119
AAPL,sell,market,,1608928473.2199514
AMZN,buy,limit,3170.94,1608928473.6923137
TSLA,sell,limit,658.55,1608928473.989556
GOOG,buy,limit,1732.27,1608928474.8956122
AAPL,buy,market,,1608928475.791733
AAPL,sell,market,,1608928476.034817
AMZN,buy,limit,3171.8,1608928476.9985087
AMZN,sell,limit,3171.02,1608928477.7456598
TSLA,buy,limit,659.08,1608928477.785785
TSLA,sell,market,,1608928478.1926112
AAPL,buy,limit,130.36,1608928479.1248622
TSLA,buy,market,,1608928479.184925
AMZN,sell,limit,3170.03,1608928479.405508
AAPL,buy,limit,131.32,1608928479.4743357
GOOG,buy,limit,1733.11,1608928479.634353
TSLA,sell,limit,658.16,1608928480.087812
GOOG,buy,limit,,1608928480.6051342
TSLA,sell,limit,659.61,1608928480.6270723
FB,buy,market,,1608928481.5170827
GOOG,buy,limit,1732.37,1608928482.095514
TSLA,buy,market,,1608928482.1459627
TSLA,sell,market,,1608928482.4939036
FB,sell,market,,1608928482.7564974
AMZN,sell,limit,3171.92,1608928483.2188125
TSLA,sell,limit,659.61,1608928483.285053
TSLA,buy,market,659.59,1608928484.036006
AMZN,buy,limit,3170.62,1608928484.7804027
TSLA,sell,market,,1608928484.8647416
AMZN,sell,market,,1608928484.9903498
AMZN,sell,market,3170.76,1608928485.2326727
FB,sell,market,,1608928485.340465
AMZN,buy,market,,1608928485.7493794
AAPL,buy,market,,1608928486.2500212
TSLA,sell,market,,1608928486.3341768
GOOG,buy,market,,1608928486.507112
AAPL,sell,limit,130.49,1608928487.1883996
AAPL,buy,limit,130.95,1608928487.4835496
TSLA,sell,limit,659.04,1608928487.515356
AMZN,buy,market,,1608928488.2520185
FB,sell,market,,1608928488.3954563
AAPL,buy,limit,131.38,1608928488.4840667
AMZN,buy,limit,3170.03,1608928488.5138073
AAPL,sell,limit,130.28,1608928488.9656954
GOOG,buy,market,,1608928489.4558973
AAPL,sell,market,,1608928489.8746674
FB,sell,market,,1608928490.1943195
TSLA,buy,limit,659.7,1608928490.4980173
FB,sell,market,,1608928491.3528829
AAPL,sell,market,,1608928491.5030453
FB,buy,limit,266.13,1608928492.3325448
FB,buy,market,,1608928492.7105613
GOOG,sell,limit,1733.76,1608928492.904914
FB,buy,limit,266.72,1608928493.259265
AAPL,sell,limit,131.95,1608928493.3756132
GOOG,buy,market,,1608928493.8526804
TSLA,buy,market,,1608928494.5002427
AMZN,buy,market,,1608928494.876138
AMZN,buy,market,,1608928495.5964282
TSLA,sell,limit,658.55,1608928495.6244788
AMZN,sell,limit,3170.65,1608928495.7206516
AMZN,sell,market,,1608928495.907386
GOOG,buy,limit,1733.38,1608928496.3040924
GOOG,sell,market,,1608928496.6860902
FB,buy,limit,265.1,1608928497.3749592
AMZN,sell,limit,3171.62,1608928497.4540038
GOOG,buy,limit,1733.7,1608928498.070895
TSLA,buy,limit,659.65,1608928498.3082736
AMZN,sell,market,,1608928498.4102738
TSLA,sell,market,,1608928498.6785336
TSLA,buy,market,,1608928498.7062156
FB,buy,market,,1608928499.4090564
AMZN,buy,limit,3170.84,1608928500.3987176
GOOG,sell,market,1732.69,1608928500.770097
TSLA,sell,market,,1608928501.3101015
GOOG,buy,market,,1608928502.0437655
AAPL,sell,market,,1608928502.137199
AAPL,buy,market,131.99,1608928502.6765409
AAPL,sell,limit,131.32,1608928502.771084
AAPL,sell,limit,130.58,1608928503.4547052
TSLA,sell,limit,659.24,1608928504.3221922
TSLA,buy,market,659.8,1608928505.2090409
AMZN,sell,limit,3171.79,1608928506.0073538
AAPL,buy,limit,131.99,1608928506.4058602
AAPL,buy,limit,131.76,1608928507.1026978
FB,sell,limit,266.56,1608928508.0337048
FB,buy,limit,266.49,1608928508.2562165
AMZN,sell,limit,3170.29,1608928508.4252589
AAPL,sell,market,,1608928509.0191975
GOOG,sell,limit,1733.16,1608928509.6105256
FB,buy,limit,265.64,1608928509.6570375
GOOG,sell,limit,1732.41,1608928510.577726
AAPL,buy,market,,1608928511.2200496
FB,buy,market,,1608928511.2462165
FB,sell,market,,1608928511.4662397
AAPL,sell,limit,131.55,1608928511.8056135
GOOG,sell,market,,1608928512.7842913
TSLA,sell,limit,,1608928512.990217
GOOG,buy,limit,1733.42,1608928513.8123393
AMZN,sell,market,,1608928514.7810125
AAPL,sell,market,130.23,1608928515.4115856
TSLA,buy,limit,659.97,1608928515.5123873
FB,sell,market,,1608928515.8153398
FB,sell,market,,1608928516.4819267
AMZN,sell,market,3170.81,1608928517.2295234
AAPL,sell,limit,131.5,1608928518.164363
FB,sell,limit,266.5,1608928519.1124
AMZN,sell,limit,3170.6,1608928519.3736475
GOOG,sell,limit,1732.54,1608928520.2558117
AMZN,buy,limit,3171.83,1608928520.8875034
FB,sell,market,,1608928521.5380082
TSLA,buy,market,,1608928522.4959688
AAPL,sell,market,,1608928522.8787715
AMZN,sell,market,,1608928522.9659646
FB,sell,limit,266.95,1608928523.3037496
TSLA,sell,limit,659.21,1608928523.4910514
FB,buy,limit,265.06,1608928523.8428328
AAPL,buy,limit,131.77,1608928524.7217424
GOOG,sell,market,,1608928525.0919175
AAPL,buy,limit,130.79,1608928525.173864
GOOG,buy,limit,1733.25,1608928525.6805658
AMZN,sell,market,,1608928526.3451858
AMZN,sell,market,,1608928527.1288729
AAPL,buy,limit,131.13,1608928527.7785976
AAPL,sell,limit,131.9,1608928528.137844
TSLA,buy,market,,1608928528.6791286
AAPL,buy,market,,1608928528.6998794
AAPL,buy,market,,1608928528.992855
GOOG,buy,limit,1733.04,1608928529.0477505
FB,buy,market,,1608928529.78554
FB,buy,limit,265.59,1608928530.335506
AAPL,buy,limit,130.71,1608928531.3009207
TSLA,sell,limit,658.13,1608928531.52464
FB,sell,limit,266.4,1608928531.6495159
FB,sell,limit,266.24,1608928532.367641
AAPL,buy,market,,1608928532.8487225
GOOG,sell,limit,1732.07,1608928533.0230322
FB,buy,limit,,1608928533.1662166
AAPL,sell,market,,1608928533.908414
GOOG,buy,market,,1608928534.2040062
GOOG,sell,limit,1733.65,1608928534.5359206
GOOG,buy,market,,1608928535.271033
FB,sell,market,,1608928535.8497424
TSLA,buy,market,,1608928536.7476482
AMZN,buy,limit,,1608928536.9028134
GOOG,sell,limit,1732.84,1608928537.074437
AAPL,sell,market,,1608928537.7429228
TSLA,buy,limit,659.95,1608928538.4300582
TSLA,buy,limit,658.56,1608928539.131494
FB,sell,limit,266.5,1608928539.542706
AMZN,buy,limit,3170.05,1608928539.6125405
FB,sell,market,,1608928540.458528
TSLA,buy,limit,659.02,1608928541.3026783
AAPL,buy,limit,130.08,1608928541.355467
GOOG,buy,market,,1608928541.8031619
FB,buy,limit,,1608928542.336622
GOOG,sell,limit,1732.66,1608928542.84402
AAPL,sell,limit,130.9,1608928543.2806935
GOOG,buy,market,,1608928544.1263585
AAPL,sell,limit,130.44,1608928544.5500274
TSLA,sell,market,,1608928545.4708164
FB,sell,market,,1608928546.338599
GOOG,sell,market,,1608928546.5779414
GOOG,buy,limit,1732.69,1608928547.5631769
TSLA,buy,market,,1608928547.9804409
GOOG,buy,limit,1733.08,1608928548.3809817
FB,buy,limit,266.03,1608928548.6214058
TSLA,buy,limit,658.84,1608928548.9122741
GOOG,buy,market,,1608928549.3273487
AMZN,buy,limit,3171.87,1608928549.4656334
AAPL,sell,limit,131.4,1608928550.420876
AMZN,sell,market,,1608928550.9093728
AMZN,sell,limit,,1608928551.636918
TSLA,buy,market,,1608928552.23342
TSLA,sell,limit,659.57,1608928552.5645623
TSLA,buy,limit,659.74,1608928553.129559
GOOG,sell,market,,1608928553.475374
FB,sell,market,,1608928554.4090703
FB,sell,limit,265.55,1608928555.0536487
GOOG,sell,limit,1732.74,1608928555.7950397
FB,buy,market,,1608928556.709613
AAPL,sell,market,130.97,1608928556.7725854
FB,buy,limit,266.04,1608928557.0626678
TSLA,buy,market,,1608928557.7316785
GOOG,sell,limit,1732.28,1608928558.050897
FB,buy,limit,265.65,1608928558.3759177
AAPL,buy,limit,130.33,1608928558.5186658
FB,buy,limit,265.14,1608928558.7413237
GOOG,sell,limit,1732.52,1608928559.1185308
AAPL,buy,limit,130.27,1608928559.6600392
TSLA,sell,market,,1608928560.3525016
AAPL,sell,market,,1608928561.1067023
AAPL,sell,market,,1608928561.2278044
AAPL,sell,limit,130.64,1608928561.8471258
FB,buy,market,,1608928562.7064815
AAPL,buy,market,,1608928563.4723098
GOOG,sell,market,,1608928563.6666563
GOOG,sell,market,,1608928563.9913125
AMZN,buy,market,,1608928564.3452184
TSLA,buy,market,,1608928564.8074305
FB,sell,limit,265.14,1608928565.5398886
GOOG,buy,limit,1733.67,1608928565.8963933
FB,sell,limit,265.8,1608928566.5718117
GOOG,sell,market,,1608928566.7155554
AMZN,sell,market,,1608928567.182194
FB,sell,limit,265.72,1608928567.9636536
AAPL,sell,limit,130.29,1608928568.3221385
TSLA,buy,limit,659.49,1608928568.7421567
TSLA,sell,market,,1608928569.0728614
TSLA,buy,limit,659.4,1608928569.425358
TSLA,buy,limit,658.76,1608928569.704788
TSLA,buy,limit,658.22,1608928570.603862
AMZN,sell,market,,1608928570.8314672
AAPL,sell,limit,131.65,1608928571.592634
TSLA,buy,limit,658.94,1608928571.7841837
TSLA,buy,market,,1608928571.7999883
AAPL,buy,limit,,1608928572.1248813
TSLA,buy,limit,658.7,1608928573.0656853
