symbol,side,type,price,timestamp,reason
TSLA,BUY,MARKET,0.00,1608926996.876435,no-match
FB,SELL,MARKET,0.00,1608926997.238316,product-halted
GOOG,SELL,MARKET,0.00,1608927000.4980052,product-halted
GOOG,BUY,MARKET,0.00,1608927001.59064,product-halted
FB,SELL,MARKET,0.00,1608927001.5535598,product-halted
GOOG,BUY,LIMIT,1732.90,1608927001.6915793,product-halted
FB,SELL,MARKET,0.00,1608927002.644085,product-halted
TSLA,SELL,MARKET,0.00,1608927003.86079,no-match
FB,SELL,MARKET,0.00,1608927003.556315,product-halted
FB,BUY,LIMIT,265.87,1608927004.2372046,product-halted
AAPL,SELL,MARKET,0.00,1608927004.3021326,no-match
GOOG,SELL,MARKET,0.00,1608927005.2759845,product-halted
AMZN,BUY,MARKET,0.00,1608927005.593558,no-match
FB,SELL,LIMIT,266.15,1608927006.664377,product-halted
GOOG,SELL,LIMIT,1733.83,1608927007.1558027,product-halted
AAPL,SELL,MARKET,0.00,1608927008.545691,no-match
GOOG,SELL,LIMIT,1733.17,1608927010.7954514,product-halted
GOOG,BUY,MARKET,0.00,1608927011.466711,product-halted
TSLA,BUY,MARKET,0.00,1608927013.4129775,no-match
FB,SELL,LIMIT,266.76,1608927014.7045,product-halted
GOOG,SELL,LIMIT,1732.52,1608927014.1130495,product-halted
AAPL,SELL,MARKET,0.00,1608927014.5723572,no-match
FB,SELL,LIMIT,266.16,1608927016.838869,product-halted
GOOG,BUY,LIMIT,1732.31,1608927019.259372,product-halted
AMZN,BUY,MARKET,0.00,1608927019.4425838,no-match
GOOG,SELL,LIMIT,1732.57,1608927019.544182,product-halted
GOOG,SELL,MARKET,1733.81,1608927020.906088,product-halted
FB,BUY,LIMIT,265.13,1608927020.7680125,product-halted
TSLA,BUY,MARKET,0.00,1608927026.3698826,no-match
FB,BUY,MARKET,0.00,1608927028.201204,product-halted
GOOG,SELL,MARKET,0.00,1608927028.7238543,product-halted
AMZN,SELL,MARKET,3171.86,1608927028.794517,no-match
FB,SELL,LIMIT,266.12,1608927028.888963,product-halted
AMZN,BUY,MARKET,0.00,1608927030.1461756,no-match
GOOG,BUY,LIMIT,1732.69,1608927030.8997545,product-halted
TSLA,BUY,MARKET,0.00,1608927031.3184383,no-match
FB,SELL,MARKET,0.00,1608927031.7280657,product-halted
GOOG,BUY,MARKET,0.00,1608927031.895154,product-halted
FB,SELL,LIMIT,265.08,1608927037.2606611,product-halted
FB,BUY,LIMIT,265.24,1608927037.671468,product-halted
AAPL,SELL,MARKET,0.00,1608927038.5069535,no-match
FB,SELL,LIMIT,266.69,1608927038.992174,product-halted
GOOG,SELL,MARKET,0.00,1608927040.1290348,product-halted
GOOG,BUY,MARKET,0.00,1608927041.2132082,product-halted
FB,SELL,MARKET,0.00,1608927041.9571571,product-halted
FB,SELL,LIMIT,265.95,1608927042.5770974,product-halted
AAPL,SELL,MARKET,0.00,1608927042.9097168,no-match
FB,BUY,MARKET,0.00,1608927042.974842,product-halted
FB,BUY,MARKET,0.00,1608927043.6139138,product-halted
GOOG,SELL,MARKET,0.00,1608927044.2794178,product-halted
GOOG,SELL,LIMIT,1733.99,1608927045.1852765,product-halted
GOOG,SELL,MARKET,0.00,1608927045.3759515,product-halted
AMZN,BUY,MARKET,0.00,1608927045.5345771,no-match
FB,BUY,LIMIT,266.40,1608927046.1372836,product-halted
GOOG,BUY,LIMIT,1732.19,1608927047.5588691,product-halted
TSLA,BUY,MARKET,0.00,1608927048.513644,no-match
AMZN,BUY,MARKET,0.00,1608927049.817723,no-match
FB,BUY,LIMIT,266.74,1608927051.752167,product-halted
GOOG,SELL,LIMIT,1733.43,1608927052.5621462,product-halted
GOOG,SELL,MARKET,0.00,1608927052.7146063,product-halted
TSLA,SELL,MARKET,0.00,1608927053.2688913,no-match
TSLA,SELL,MARKET,0.00,1608927053.477796,no-match
GOOG,BUY,LIMIT,1733.05,1608927053.960473,product-halted
FB,SELL,MARKET,0.00,1608927054.7259731,product-halted
TSLA,SELL,MARKET,0.00,1608927056.264617,no-match
GOOG,BUY,MARKET,0.00,1608927056.9945416,product-halted
FB,BUY,MARKET,0.00,1608927058.406747,product-halted
GOOG,SELL,MARKET,0.00,1608927058.932594,product-halted
FB,BUY,LIMIT,265.65,1608927059.790646,product-halted
FB,SELL,LIMIT,265.33,1608927061.6257975,product-halted
TSLA,BUY,MARKET,0.00,1608927063.841146,no-match
GOOG,SELL,MARKET,0.00,1608927064.1980042,product-halted
GOOG,SELL,LIMIT,1732.34,1608927064.5613074,product-halted
TSLA,BUY,MARKET,0.00,1608927065.110115,no-match
GOOG,BUY,LIMIT,1732.56,1608927065.770504,product-halted
AMZN,BUY,MARKET,0.00,1608927067.7454162,no-match
FB,BUY,LIMIT,265.28,1608927068.2175815,product-halted
GOOG,BUY,LIMIT,1732.78,1608927071.666301,product-halted
TSLA,BUY,MARKET,0.00,1608927072.6143603,no-match
FB,BUY,LIMIT,266.61,1608927072.7889934,product-halted
GOOG,SELL,LIMIT,1732.60,1608927073.34233,product-halted
TSLA,BUY,MARKET,0.00,1608927075.346621,no-match
AMZN,SELL,MARKET,0.00,1608927077.6098237,no-match
GOOG,BUY,MARKET,0.00,1608927078.1822178,product-halted
AMZN,BUY,MARKET,0.00,1608927078.4685326,no-match
TSLA,BUY,MARKET,0.00,1608927079.180442,no-match
GOOG,SELL,MARKET,0.00,1608927079.588394,product-halted
FB,SELL,LIMIT,265.86,1608927080.4745512,product-halted
AMZN,SELL,MARKET,0.00,1608927081.1904223,no-match
FB,SELL,LIMIT,0.00,1608927082.410094,product-halted
GOOG,BUY,MARKET,0.00,1608927083.3468614,product-halted
FB,SELL,LIMIT,266.70,1608927083.4869604,product-halted
AAPL,SELL,MARKET,0.00,1608927083.6054747,no-match
GOOG,SELL,LIMIT,1733.96,1608927084.1596265,product-halted
FB,BUY,MARKET,0.00,1608927084.8041708,product-halted
AMZN,SELL,MARKET,0.00,1608927084.9129074,no-match
FB,BUY,LIMIT,266.57,1608927085.4412465,product-halted
AMZN,SELL,MARKET,0.00,1608927086.2273533,no-match
AMZN,SELL,MARKET,0.00,1608927086.3877714,no-match
AAPL,BUY,MARKET,0.00,1608927087.3250103,no-match
GOOG,SELL,MARKET,0.00,1608927088.717622,product-halted
GOOG,BUY,LIMIT,1732.22,1608927091.8485632,product-halted
GOOG,BUY,MARKET,0.00,1608927093.2223456,product-halted
GOOG,BUY,MARKET,0.00,1608927093.8968732,product-halted
AMZN,BUY,MARKET,0.00,1608927093.9680321,no-match
TSLA,SELL,MARKET,659.19,1608927094.4955432,no-match
GOOG,SELL,MARKET,0.00,1608927094.8960187,product-halted
FB,BUY,MARKET,0.00,1608927095.9958713,product-halted
GOOG,BUY,LIMIT,1733.05,1608927096.7570746,product-halted
FB,SELL,MARKET,0.00,1608927098.2974389,product-halted
FB,BUY,MARKET,0.00,1608927100.812244,product-halted
AAPL,SELL,MARKET,0.00,1608927101.1693254,no-match
FB,BUY,MARKET,0.00,1608927102.4497488,product-halted
FB,BUY,LIMIT,265.21,1608927104.200522,product-halted
AMZN,SELL,MARKET,3171.50,1608927105.1000898,no-match
GOOG,BUY,MARKET,0.00,1608927106.163225,product-halted
FB,BUY,LIMIT,266.61,1608927106.3911898,product-halted
GOOG,SELL,LIMIT,1732.73,1608927112.3367155,product-halted
FB,BUY,LIMIT,266.61,1608927112.7097008,product-halted
FB,SELL,MARKET,0.00,1608927113.4791043,product-halted
GOOG,SELL,MARKET,0.00,1608927114.4592469,product-halted
AAPL,BUY,MARKET,130.66,1608927115.1521733,no-match
GOOG,SELL,MARKET,0.00,1608927115.290548,product-halted
AMZN,BUY,MARKET,0.00,1608927117.15306,no-match
GOOG,BUY,MARKET,0.00,1608927117.7692866,product-halted
AAPL,SELL,MARKET,0.00,1608927118.944383,no-match
FB,BUY,LIMIT,266.85,1608927119.19722,product-halted
AMZN,BUY,MARKET,0.00,1608927119.688322,no-match
GOOG,SELL,LIMIT,1732.12,1608927120.3999548,product-halted
AMZN,BUY,MARKET,0.00,1608927121.3404853,no-match
FB,BUY,LIMIT,266.82,1608927122.3186574,product-halted
FB,SELL,LIMIT,0.00,1608927124.920157,product-halted
FB,BUY,MARKET,0.00,1608927125.7508771,product-halted
GOOG,BUY,MARKET,0.00,1608927126.362195,product-halted
FB,SELL,LIMIT,0.00,1608927126.5589418,product-halted
FB,BUY,LIMIT,265.43,1608927129.6480823,product-halted
GOOG,SELL,MARKET,0.00,1608927130.4045115,product-halted
GOOG,BUY,LIMIT,1733.23,1608927130.433462,product-halted
GOOG,BUY,LIMIT,1733.88,1608927132.1349192,product-halted
FB,SELL,LIMIT,266.71,1608927132.587389,product-halted
GOOG,BUY,LIMIT,1733.02,1608927133.881617,product-halted
TSLA,SELL,MARKET,0.00,1608927135.5531619,no-match
FB,BUY,LIMIT,266.37,1608927136.5303516,product-halted
AMZN,BUY,MARKET,0.00,1608927137.2892425,no-match
FB,SELL,LIMIT,265.76,1608927138.181,product-halted
AMZN,BUY,MARKET,0.00,1608927138.8311944,no-match
TSLA,SELL,MARKET,0.00,1608927140.2940967,no-match
FB,BUY,MARKET,0.00,1608927142.7713797,product-halted
TSLA,SELL,MARKET,0.00,1608927143.724952,no-match
GOOG,SELL,MARKET,0.00,1608927143.8963819,product-halted
GOOG,SELL,MARKET,0.00,1608927143.9658663,product-halted
GOOG,BUY,LIMIT,1732.49,1608927144.138841,product-halted
FB,SELL,LIMIT,265.68,1608927147.4297602,product-halted
TSLA,SELL,MARKET,0.00,1608927147.8738394,no-match
TSLA,BUY,LIMIT,658.54,1608927148.6214633,order throttled: 3 per 1000 ms window
GOOG,BUY,MARKET,0.00,1608927149.336492,product-halted
GOOG,BUY,MARKET,0.00,1608927149.8047814,product-halted
FB,SELL,LIMIT,266.92,1608927150.9556582,product-halted
FB,BUY,LIMIT,265.27,1608927151.3618321,product-halted
FB,SELL,LIMIT,266.51,1608927152.4151702,product-halted
FB,SELL,LIMIT,266.93,1608927153.529838,product-halted
FB,BUY,LIMIT,266.17,1608927155.4032996,product-halted
FB,SELL,MARKET,0.00,1608927156.7615445,product-halted
GOOG,BUY,LIMIT,1733.41,1608927157.556238,product-halted
GOOG,SELL,LIMIT,1733.73,1608927157.1846387,product-halted
FB,SELL,MARKET,0.00,1608927160.7737474,product-halted
TSLA,SELL,MARKET,0.00,1608927161.5821202,no-match
GOOG,SELL,LIMIT,1733.87,1608927162.786,product-halted
GOOG,BUY,MARKET,1733.45,1608927163.238296,product-halted
AAPL,BUY,MARKET,0.00,1608927163.4933197,no-match
FB,SELL,LIMIT,265.54,1608927164.4527736,product-halted
GOOG,BUY,LIMIT,1732.03,1608927166.527354,product-halted
GOOG,SELL,LIMIT,1732.32,1608927167.566916,product-halted
FB,SELL,LIMIT,265.40,1608927168.6729126,product-halted
FB,SELL,MARKET,0.00,1608927168.8062127,product-halted
AAPL,BUY,MARKET,0.00,1608927169.3860226,no-match
GOOG,SELL,LIMIT,1732.31,1608927170.6839185,product-halted
FB,BUY,LIMIT,266.44,1608927172.567378,product-halted
AMZN,BUY,MARKET,0.00,1608927173.45531,no-match
TSLA,SELL,MARKET,0.00,1608927174.2661207,no-match
GOOG,BUY,MARKET,0.00,1608927175.1076915,product-halted
FB,SELL,LIMIT,266.25,1608927175.3119488,product-halted
GOOG,BUY,MARKET,0.00,1608927175.751834,product-halted
GOOG,SELL,LIMIT,1733.59,1608927176.6995966,product-halted
FB,SELL,MARKET,0.00,1608927177.221152,product-halted
GOOG,SELL,LIMIT,1733.04,1608927178.467866,product-halted
GOOG,BUY,LIMIT,1733.63,1608927180.6524193,product-halted
GOOG,SELL,LIMIT,1733.67,1608927182.5060475,product-halted
FB,BUY,MARKET,265.24,1608927184.195927,product-halted
FB,SELL,MARKET,0.00,1608927184.8900669,product-halted
FB,SELL,LIMIT,265.63,1608927185.655701,product-halted
AMZN,BUY,MARKET,0.00,1608927187.9051583,no-match
GOOG,BUY,LIMIT,1733.50,1608927188.7954385,product-halted
AMZN,BUY,MARKET,0.00,1608927189.1069553,no-match
AMZN,BUY,MARKET,0.00,1608927189.7695522,no-match
FB,BUY,LIMIT,266.60,1608927190.1237009,product-halted
GOOG,BUY,MARKET,0.00,1608927192.5355108,product-halted
GOOG,BUY,MARKET,0.00,1608927194.8241956,product-halted
AMZN,BUY,MARKET,0.00,1608927197.2066905,no-match
GOOG,SELL,LIMIT,1733.63,1608927197.8425972,product-halted
GOOG,SELL,MARKET,0.00,1608927198.5643265,product-halted
GOOG,BUY,MARKET,0.00,1608927198.670533,product-halted
TSLA,SELL,MARKET,0.00,1608927199.6426601,no-match
FB,SELL,LIMIT,266.31,1608927200.3862743,product-halted
GOOG,BUY,MARKET,0.00,1608927200.4471793,product-halted
TSLA,SELL,MARKET,0.00,1608927200.57601,no-match
GOOG,BUY,LIMIT,1732.69,1608927200.6533756,product-halted
AMZN,BUY,MARKET,3170.36,1608927201.818167,no-match
GOOG,SELL,MARKET,0.00,1608927201.926502,product-halted
AMZN,BUY,MARKET,0.00,1608927203.3822043,no-match
FB,SELL,LIMIT,265.19,1608927204.835863,product-halted
GOOG,SELL,MARKET,0.00,1608927205.7327845,product-halted
FB,BUY,LIMIT,265.89,1608927207.22351,product-halted
FB,SELL,LIMIT,266.48,1608927208.3760138,product-halted
TSLA,SELL,MARKET,0.00,1608927208.7586038,no-match
TSLA,SELL,MARKET,0.00,1608927212.372868,no-match
FB,SELL,LIMIT,265.38,1608927213.574311,product-halted
FB,SELL,LIMIT,265.70,1608927213.7400725,product-halted
TSLA,SELL,MARKET,0.00,1608927214.8763773,no-match
FB,SELL,LIMIT,265.50,1608927215.6263037,product-halted
GOOG,BUY,MARKET,0.00,1608927216.6508753,product-halted
FB,SELL,LIMIT,266.81,1608927217.3131232,product-halted
TSLA,SELL,MARKET,0.00,1608927219.1365497,no-match
GOOG,BUY,MARKET,0.00,1608927219.8525066,product-halted
FB,SELL,MARKET,0.00,1608927221.65482,product-halted
FB,SELL,LIMIT,266.69,1608927221.8410537,product-halted
FB,BUY,MARKET,0.00,1608927222.734902,product-halted
FB,BUY,MARKET,0.00,1608927223.2785852,product-halted
GOOG,SELL,MARKET,0.00,1608927225.5808933,product-halted
AAPL,SELL,MARKET,0.00,1608927226.9835145,no-match
FB,BUY,LIMIT,265.35,1608927229.4195738,product-halted
FB,BUY,MARKET,0.00,1608927229.8866343,product-halted
AAPL,SELL,MARKET,0.00,1608927235.2734075,no-match
FB,SELL,MARKET,0.00,1608927235.7552135,product-halted
AMZN,SELL,MARKET,0.00,1608927235.8312767,no-match
FB,BUY,LIMIT,266.22,1608927236.8611395,product-halted
GOOG,SELL,MARKET,0.00,1608927237.195458,product-halted
AMZN,BUY,MARKET,0.00,1608927238.1525075,no-match
AMZN,SELL,MARKET,0.00,1608927241.284381,no-match
AAPL,SELL,MARKET,0.00,1608927241.3523269,no-match
FB,SELL,MARKET,0.00,1608927241.868541,product-halted
FB,SELL,LIMIT,266.35,1608927242.7765346,product-halted
GOOG,SELL,MARKET,0.00,1608927243.2527099,product-halted
AAPL,SELL,MARKET,0.00,1608927244.589845,no-match
AMZN,SELL,MARKET,0.00,1608927245.2437437,no-match
FB,BUY,MARKET,0.00,1608927245.6513553,product-halted
TSLA,SELL,MARKET,0.00,1608927246.164073,no-match
AMZN,SELL,MARKET,0.00,1608927247.76602,no-match
AMZN,SELL,MARKET,0.00,1608927248.4801714,no-match
FB,BUY,MARKET,0.00,1608927249.7135303,product-halted
GOOG,BUY,LIMIT,1733.65,1608927250.3819785,product-halted
AMZN,SELL,MARKET,0.00,1608927251.139331,no-match
GOOG,BUY,LIMIT,1733.88,1608927251.9913096,product-halted
FB,BUY,LIMIT,0.00,1608927252.9546049,product-halted
FB,SELL,MARKET,0.00,1608927253.55385,product-halted
GOOG,BUY,MARKET,0.00,1608927253.593971,product-halted
GOOG,BUY,MARKET,0.00,1608927253.8700018,product-halted
TSLA,BUY,MARKET,658.27,1608927254.4145072,no-match
GOOG,SELL,MARKET,0.00,1608927254.8248785,product-halted
FB,BUY,LIMIT,266.09,1608927256.286143,product-halted
GOOG,SELL,MARKET,0.00,1608927256.1470852,product-halted
FB,BUY,LIMIT,265.16,1608927256.9077785,product-halted
GOOG,SELL,MARKET,0.00,1608927258.96054,product-halted
FB,SELL,LIMIT,265.66,1608927260.2076192,product-halted
GOOG,BUY,LIMIT,1733.74,1608927261.4084296,product-halted
TSLA,SELL,MARKET,0.00,1608927261.672006,no-match
FB,BUY,LIMIT,265.79,1608927261.8009748,product-halted
FB,BUY,MARKET,0.00,1608927261.9880426,product-halted
AMZN,BUY,MARKET,0.00,1608927262.863987,no-match
AMZN,BUY,MARKET,0.00,1608927264.5905004,no-match
AAPL,SELL,MARKET,0.00,1608927265.2248647,no-match
AAPL,SELL,MARKET,0.00,1608927265.7354302,no-match
FB,SELL,LIMIT,266.44,1608927266.8783793,product-halted
AMZN,BUY,MARKET,0.00,1608927268.1334271,no-match
FB,SELL,LIMIT,265.08,1608927268.178695,product-halted
GOOG,SELL,MARKET,0.00,1608927268.767362,product-halted
AAPL,SELL,MARKET,0.00,1608927269.7138293,no-match
AMZN,BUY,MARKET,0.00,1608927270.460224,no-match
FB,SELL,MARKET,0.00,1608927270.4939888,product-halted
GOOG,BUY,MARKET,1732.69,1608927273.2968755,product-halted
GOOG,SELL,MARKET,0.00,1608927274.590217,product-halted
FB,BUY,LIMIT,266.63,1608927274.570969,product-halted
FB,SELL,MARKET,0.00,1608927274.7053149,product-halted
AAPL,SELL,MARKET,0.00,1608927275.8383203,no-match
GOOG,SELL,LIMIT,1733.24,1608927276.4556127,product-halted
AMZN,BUY,MARKET,0.00,1608927276.8112326,no-match
GOOG,SELL,LIMIT,1732.48,1608927277.2216654,product-halted
TSLA,SELL,MARKET,0.00,1608927278.1220617,no-match
FB,BUY,LIMIT,265.95,1608927279.7520206,product-halted
FB,SELL,LIMIT,265.66,1608927280.618583,product-halted
GOOG,BUY,LIMIT,1733.85,1608927281.5476296,product-halted
AMZN,SELL,MARKET,0.00,1608927283.9603908,no-match
GOOG,SELL,LIMIT,1732.66,1608927284.591073,product-halted
FB,SELL,LIMIT,265.93,1608927285.109336,product-halted
GOOG,SELL,MARKET,1733.38,1608927286.304704,product-halted
FB,SELL,LIMIT,266.17,1608927286.372264,product-halted
GOOG,BUY,LIMIT,1733.49,1608927288.486915,product-halted
GOOG,SELL,MARKET,0.00,1608927288.9886894,product-halted
FB,SELL,MARKET,0.00,1608927291.4249487,product-halted
AMZN,SELL,MARKET,3170.89,1608927293.2506316,no-match
FB,SELL,LIMIT,265.95,1608927293.8136544,product-halted
FB,BUY,MARKET,0.00,1608927294.5386086,product-halted
GOOG,BUY,LIMIT,1733.18,1608927296.299268,product-halted
GOOG,BUY,MARKET,0.00,1608927296.6228087,product-halted
GOOG,BUY,LIMIT,1733.01,1608927297.5180426,product-halted
GOOG,SELL,LIMIT,1732.75,1608927299.6999764,product-halted
AMZN,SELL,MARKET,0.00,1608927300.611937,no-match
FB,BUY,MARKET,0.00,1608927300.677081,product-halted
GOOG,SELL,MARKET,0.00,1608927301.1364446,product-halted
FB,BUY,MARKET,0.00,1608927302.77057,product-halted
AMZN,SELL,MARKET,0.00,1608927302.4138343,no-match
FB,BUY,LIMIT,265.84,1608927303.2669814,product-halted
AAPL,SELL,MARKET,0.00,1608927303.4574196,no-match
GOOG,SELL,MARKET,0.00,1608927304.983908,product-halted
GOOG,BUY,MARKET,0.00,1608927304.4436467,product-halted
AMZN,SELL,MARKET,0.00,1608927305.3032553,no-match
FB,BUY,MARKET,0.00,1608927306.1942031,product-halted
FB,SELL,MARKET,0.00,1608927307.609195,product-halted
TSLA,SELL,MARKET,0.00,1608927307.4055398,no-match
FB,BUY,LIMIT,265.97,1608927308.8984725,product-halted
AAPL,SELL,MARKET,0.00,1608927309.142918,no-match
FB,BUY,MARKET,0.00,1608927311.1368003,product-halted
TSLA,SELL,MARKET,0.00,1608927311.7781918,no-match
GOOG,SELL,LIMIT,1732.39,1608927311.7913048,product-halted
FB,SELL,LIMIT,266.96,1608927312.5493367,product-halted
GOOG,BUY,LIMIT,1733.80,1608927314.5847278,product-halted
FB,BUY,MARKET,0.00,1608927314.6635542,product-halted
FB,SELL,LIMIT,266.32,1608927315.1265993,product-halted
GOOG,SELL,MARKET,0.00,1608927316.7084744,product-halted
AMZN,SELL,MARKET,0.00,1608927317.633323,no-match
FB,SELL,MARKET,0.00,1608927319.544608,product-halted
GOOG,BUY,LIMIT,1733.65,1608927321.7288558,product-halted
AAPL,SELL,MARKET,131.86,1608927322.843277,no-match
FB,BUY,LIMIT,265.24,1608927324.4135516,product-halted
FB,SELL,LIMIT,265.31,1608927325.2011566,product-halted
FB,BUY,LIMIT,266.58,1608927327.3610134,product-halted
GOOG,BUY,MARKET,0.00,1608927328.3218343,product-halted
TSLA,SELL,MARKET,0.00,1608927331.8536723,no-match
AAPL,SELL,MARKET,0.00,1608927334.9831088,no-match
GOOG,SELL,MARKET,0.00,1608927336.6138206,product-halted
TSLA,SELL,MARKET,0.00,1608927337.558037,no-match
GOOG,SELL,LIMIT,1733.13,1608927338.114903,product-halted
AAPL,SELL,MARKET,0.00,1608927338.5682716,no-match
GOOG,SELL,LIMIT,1732.26,1608927338.7901673,product-halted
GOOG,BUY,MARKET,0.00,1608927339.233347,product-halted
FB,SELL,LIMIT,265.76,1608927340.163062,product-halted
AAPL,BUY,MARKET,0.00,1608927340.9095218,no-match
TSLA,SELL,MARKET,0.00,1608927340.9980793,no-match
GOOG,BUY,LIMIT,1732.91,1608927342.8650663,product-halted
GOOG,BUY,MARKET,0.00,1608927343.5544577,product-halted
FB,SELL,MARKET,0.00,1608927343.6336265,product-halted
FB,SELL,MARKET,265.58,1608927345.289884,product-halted
GOOG,SELL,LIMIT,1732.81,1608927346.3039434,product-halted
GOOG,SELL,MARKET,0.00,1608927348.884427,product-halted
FB,SELL,LIMIT,265.19,1608927349.508504,product-halted
FB,BUY,MARKET,0.00,1608927349.9596162,product-halted
FB,SELL,LIMIT,266.66,1608927350.800718,product-halted
AAPL,SELL,MARKET,0.00,1608927351.680502,no-match
AAPL,SELL,MARKET,0.00,1608927352.89135,no-match
FB,BUY,LIMIT,0.00,1608927353.1972663,product-halted
GOOG,SELL,LIMIT,1732.36,1608927353.449058,product-halted
GOOG,BUY,MARKET,0.00,1608927353.7231617,product-halted
AAPL,BUY,MARKET,0.00,1608927354.536602,no-match
FB,BUY,LIMIT,266.22,1608927356.8582852,product-halted
GOOG,BUY,MARKET,0.00,1608927356.91565,product-halted
AMZN,BUY,MARKET,3170.57,1608927357.6154675,no-match
GOOG,SELL,LIMIT,1732.50,1608927358.5367696,product-halted
AAPL,SELL,MARKET,0.00,1608927361.30937,no-match
GOOG,BUY,LIMIT,1733.41,1608927363.108209,product-halted
TSLA,SELL,MARKET,0.00,1608927363.882364,no-match
GOOG,BUY,LIMIT,0.00,1608927364.5399957,product-halted
FB,BUY,LIMIT,265.02,1608927364.8956025,product-halted
FB,BUY,LIMIT,265.84,1608927366.7559235,product-halted
FB,BUY,MARKET,0.00,1608927368.9356525,product-halted
GOOG,SELL,MARKET,0.00,1608927369.6024356,product-halted
GOOG,BUY,LIMIT,1732.20,1608927370.9749055,product-halted
AMZN,SELL,MARKET,0.00,1608927371.8431547,no-match
AMZN,BUY,MARKET,0.00,1608927373.135114,no-match
GOOG,BUY,MARKET,1733.30,1608927373.4472651,product-halted
FB,BUY,LIMIT,266.14,1608927373.4801428,product-halted
AAPL,SELL,MARKET,0.00,1608927374.1105683,no-match
GOOG,SELL,LIMIT,1732.54,1608927375.145556,product-halted
FB,SELL,MARKET,0.00,1608927375.7058728,product-halted
FB,SELL,MARKET,0.00,1608927377.7944324,product-halted
FB,SELL,MARKET,0.00,1608927377.9275358,product-halted
FB,BUY,LIMIT,266.22,1608927378.4931042,product-halted
GOOG,SELL,MARKET,0.00,1608927379.2663682,product-halted
GOOG,BUY,MARKET,0.00,1608927380.696578,product-halted
FB,BUY,LIMIT,265.25,1608927380.5905619,product-halted
GOOG,BUY,MARKET,0.00,1608927381.107167,product-halted
FB,BUY,LIMIT,266.87,1608927381.4098918,product-halted
GOOG,SELL,LIMIT,1732.37,1608927382.1609106,product-halted
FB,BUY,MARKET,0.00,1608927382.9125433,product-halted
GOOG,SELL,MARKET,0.00,1608927385.748882,product-halted
GOOG,SELL,LIMIT,1732.33,1608927386.81442,product-halted
GOOG,BUY,MARKET,0.00,1608927386.83078,product-halted
FB,SELL,MARKET,0.00,1608927387.7128215,product-halted
FB,BUY,LIMIT,266.25,1608927388.3572266,product-halted
FB,SELL,LIMIT,265.82,1608927388.6424274,product-halted
TSLA,SELL,MARKET,0.00,1608927389.2698944,no-match
TSLA,SELL,MARKET,0.00,1608927389.7583272,no-match
GOOG,SELL,LIMIT,1733.66,1608927389.8024871,product-halted
GOOG,SELL,LIMIT,1732.98,1608927391.2689583,product-halted
GOOG,SELL,LIMIT,1732.42,1608927393.157711,product-halted
AMZN,BUY,MARKET,3170.74,1608927394.384327,no-match
GOOG,SELL,LIMIT,1733.77,1608927394.479742,product-halted
FB,BUY,MARKET,0.00,1608927394.8271415,product-halted
TSLA,BUY,MARKET,0.00,1608927395.3482087,no-match
TSLA,SELL,MARKET,0.00,1608927396.467357,no-match
TSLA,BUY,MARKET,0.00,1608927396.819905,no-match
GOOG,SELL,MARKET,0.00,1608927397.3699818,product-halted
GOOG,BUY,LIMIT,1733.47,1608927397.6195369,product-halted
FB,SELL,LIMIT,266.07,1608927398.2250018,product-halted
FB,SELL,LIMIT,265.26,1608927398.8536594,product-halted
FB,SELL,MARKET,0.00,1608927399.9703875,product-halted
GOOG,BUY,LIMIT,1732.43,1608927401.158756,product-halted
GOOG,SELL,LIMIT,1733.76,1608927401.6840017,product-halted
FB,SELL,LIMIT,266.23,1608927401.7654517,product-halted
GOOG,BUY,LIMIT,1732.46,1608927402.4288044,product-halted
TSLA,BUY,MARKET,0.00,1608927403.1531675,no-match
FB,SELL,LIMIT,265.15,1608927404.8891027,product-halted
GOOG,BUY,LIMIT,1732.65,1608927405.6253479,product-halted
TSLA,SELL,MARKET,659.93,1608927407.3580549,no-match
FB,SELL,MARKET,266.04,1608927407.5044954,product-halted
FB,SELL,LIMIT,265.57,1608927409.5334198,product-halted
FB,SELL,MARKET,0.00,1608927410.403626,product-halted
GOOG,BUY,LIMIT,1732.64,1608927411.671975,product-halted
GOOG,BUY,LIMIT,1733.94,1608927411.9908013,product-halted
TSLA,BUY,MARKET,0.00,1608927414.3542864,no-match
TSLA,BUY,MARKET,658.79,1608927414.8458478,no-match
AMZN,BUY,MARKET,0.00,1608927415.3210127,no-match
FB,SELL,MARKET,0.00,1608927416.7824574,product-halted
FB,BUY,MARKET,0.00,1608927417.291634,product-halted
GOOG,SELL,MARKET,0.00,1608927418.8736925,product-halted
GOOG,BUY,MARKET,0.00,1608927419.3547707,product-halted
FB,SELL,LIMIT,266.47,1608927420.2043426,product-halted
GOOG,SELL,LIMIT,1733.40,1608927421.41008,product-halted
FB,SELL,LIMIT,265.10,1608927421.701658,product-halted
TSLA,SELL,MARKET,659.76,1608927422.4827209,no-match
FB,SELL,MARKET,0.00,1608927422.771634,product-halted
AMZN,BUY,MARKET,0.00,1608927424.8486938,no-match
AMZN,SELL,MARKET,0.00,1608927425.718352,no-match
FB,BUY,MARKET,0.00,1608927426.578315,product-halted
AAPL,SELL,MARKET,131.13,1608927426.9406888,no-match
FB,BUY,LIMIT,266.82,1608927427.7995799,product-halted
FB,SELL,MARKET,0.00,1608927428.4057593,product-halted
FB,BUY,MARKET,0.00,1608927428.4450014,product-halted
